#ID	x0	y0		x1	y1
169	100 -646 		100 -546 
170	560 -323 		610 -237 
171	610 -237 		523 -187 
172	560 323 		510 410 
173	510 410 		423 360 
174	0 646 		-100 646 
175	-100 646 		-100 546 
176	-560 323 		-610 237 
177	-610 237 		-523 187 
178	-560 -323 		-510 -410 
179	-510 -410 		-423 -360 
180	187 -596 		187 -696 
181	187 -696 		287 -696 
182	287 -696 		287 -596 
183	610 -137 		696 -187 
184	696 -187 		746 -100 
185	746 -100 		660 -50 
186	423 460 		510 510 
187	510 510 		460 596 
188	460 596 		373 546 
189	-187 596 		-187 696 
190	-187 696 		-287 696 
191	-287 696 		-287 596 
192	-610 137 		-696 187 
193	-696 187 		-746 100 
194	-746 100 		-660 50 
195	-423 -460 		-510 -510 
196	-510 -510 		-460 -596 
197	-460 -596 		-373 -546 
198	373 -546 		460 -596 
199	460 -596 		510 -510 
200	510 -510 		423 -460 
201	660 50 		746 100 
202	746 100 		696 187 
203	696 187 		610 137 
204	287 596 		287 696 
205	287 696 		187 696 
206	187 696 		187 596 
207	-373 546 		-460 596 
208	-460 596 		-510 510 
209	-510 510 		-423 460 
210	-660 -50 		-746 -100 
211	-746 -100 		-696 -187 
212	-696 -187 		-610 -137 
213	-287 -596 		-287 -696 
214	-287 -696 		-187 -696 
215	-187 -696 		-187 -596 
216	187 -696 		100 -746 
217	100 -746 		50 -833 
218	50 -833 		50 -933 
219	50 -933 		100 -1020 
220	100 -1020 		187 -1070 
221	187 -1070 		287 -1070 
222	287 -1070 		373 -1020 
223	373 -1020 		423 -933 
224	423 -933 		423 -833 
225	423 -833 		373 -746 
226	373 -746 		287 -696 
227	696 -187 		696 -287 
228	696 -287 		746 -373 
229	746 -373 		833 -423 
230	833 -423 		933 -423 
231	933 -423 		1020 -373 
232	1020 -373 		1070 -287 
233	1070 -287 		1070 -187 
234	1070 -187 		1020 -100 
235	1020 -100 		933 -50 
236	933 -50 		833 -50 
237	833 -50 		746 -100 
238	510 510 		596 460 
239	596 460 		696 460 
240	696 460 		783 510 
241	783 510 		833 596 
242	833 596 		833 696 
243	833 696 		783 783 
244	783 783 		696 833 
245	696 833 		596 833 
246	596 833 		510 783 
247	510 783 		460 696 
248	460 696 		460 596 
249	-187 696 		-100 746 
250	-100 746 		-50 833 
251	-50 833 		-50 933 
252	-50 933 		-100 1020 
253	-100 1020 		-187 1070 
254	-187 1070 		-287 1070 
255	-287 1070 		-373 1020 
256	-373 1020 		-423 933 
257	-423 933 		-423 833 
258	-423 833 		-373 746 
259	-373 746 		-287 696 
260	-696 187 		-696 287 
261	-696 287 		-746 373 
262	-746 373 		-833 423 
263	-833 423 		-933 423 
264	-933 423 		-1020 373 
265	-1020 373 		-1070 287 
266	-1070 287 		-1070 187 
267	-1070 187 		-1020 100 
268	-1020 100 		-933 50 
269	-933 50 		-833 50 
270	-833 50 		-746 100 
271	-510 -510 		-596 -460 
272	-596 -460 		-696 -460 
273	-696 -460 		-783 -510 
274	-783 -510 		-833 -596 
275	-833 -596 		-833 -696 
276	-833 -696 		-783 -783 
277	-783 -783 		-696 -833 
278	-696 -833 		-596 -833 
279	-596 -833 		-510 -783 
280	-510 -783 		-460 -696 
281	-460 -696 		-460 -596 
282	460 -596 		460 -696 
283	460 -696 		510 -783 
284	510 -783 		596 -833 
285	596 -833 		696 -833 
286	696 -833 		783 -783 
287	783 -783 		833 -696 
288	833 -696 		833 -596 
289	833 -596 		783 -510 
290	783 -510 		696 -460 
291	696 -460 		596 -460 
292	596 -460 		510 -510 
293	746 100 		833 50 
294	833 50 		933 50 
295	933 50 		1020 100 
296	1020 100 		1070 187 
297	1070 187 		1070 287 
298	1070 287 		1020 373 
299	1020 373 		933 423 
300	933 423 		833 423 
301	833 423 		746 373 
302	746 373 		696 287 
303	696 287 		696 187 
304	287 696 		373 746 
305	373 746 		423 833 
306	423 833 		423 933 
307	423 933 		373 1020 
308	373 1020 		287 1070 
309	287 1070 		187 1070 
310	187 1070 		100 1020 
311	100 1020 		50 933 
312	50 933 		50 833 
313	50 833 		100 746 
314	100 746 		187 696 
315	-460 596 		-460 696 
316	-460 696 		-510 783 
317	-510 783 		-596 833 
318	-596 833 		-696 833 
319	-696 833 		-783 783 
320	-783 783 		-833 696 
321	-833 696 		-833 596 
322	-833 596 		-783 510 
323	-783 510 		-696 460 
324	-696 460 		-596 460 
325	-596 460 		-510 510 
326	-746 -100 		-833 -50 
327	-833 -50 		-933 -50 
328	-933 -50 		-1020 -100 
329	-1020 -100 		-1070 -187 
330	-1070 -187 		-1070 -287 
331	-1070 -287 		-1020 -373 
332	-1020 -373 		-933 -423 
333	-933 -423 		-833 -423 
334	-833 -423 		-746 -373 
335	-746 -373 		-696 -287 
336	-696 -287 		-696 -187 
337	-287 -696 		-373 -746 
338	-373 -746 		-423 -833 
339	-423 -833 		-423 -933 
340	-423 -933 		-373 -1020 
341	-373 -1020 		-287 -1070 
342	-287 -1070 		-187 -1070 
343	-187 -1070 		-100 -1020 
344	-100 -1020 		-50 -933 
345	-50 -933 		-50 -833 
346	-50 -833 		-100 -746 
347	-100 -746 		-187 -696 
348	100 -646 		187 -596 
349	423 -460 		510 -410 
350	610 -237 		610 -137 
351	610 137 		610 237 
352	510 410 		423 460 
353	187 596 		100 646 
354	-100 646 		-187 596 
355	-423 460 		-510 410 
356	-610 237 		-610 137 
357	-610 -137 		-610 -237 
358	-510 -410 		-423 -460 
359	-187 -596 		-100 -646 
360	-100 -646 		-100 -746 
361	-100 -746 		0 -746 
362	0 -746 		0 -646 
363	510 -410 		596 -460 
364	596 -460 		646 -373 
365	646 -373 		560 -323 
366	610 237 		696 287 
367	696 287 		646 373 
368	646 373 		560 323 
369	100 646 		100 746 
370	100 746 		0 746 
371	0 746 		0 646 
372	-510 410 		-596 460 
373	-596 460 		-646 373 
374	-646 373 		-560 323 
375	-610 -237 		-696 -287 
376	-696 -287 		-646 -373 
377	-646 -373 		-560 -323 
378	0 -746 		100 -746 
379	100 -746 		100 -646 
380	646 -373 		696 -287 
381	696 -287 		610 -237 
382	646 373 		596 460 
383	596 460 		510 410 
384	0 746 		-100 746 
385	-100 746 		-100 646 
386	-646 373 		-696 287 
387	-696 287 		-610 237 
388	-646 -373 		-596 -460 
389	-596 -460 		-510 -410 
390	373 -746 		460 -696 
391	833 -50 		833 50 
392	460 696 		373 746 
393	-373 746 		-460 696 
394	-833 50 		-833 -50 
395	-460 -696 		-373 -746 
396	187 -696 		100 -646 
397	696 -187 		610 -237 
398	510 510 		510 410 
399	-187 696 		-100 646 
400	-696 187 		-610 237 
401	-510 -510 		-510 -410 
402	-100 -646 		-187 -696 
403	510 -410 		510 -510 
404	610 237 		696 187 
405	100 646 		187 696 
406	-510 410 		-510 510 
407	-610 -237 		-696 -187 
408	-50 -833 		0 -746 
409	696 -460 		646 -373 
410	746 373 		646 373 
411	50 833 		0 746 
412	-696 460 		-646 373 
413	-746 -373 		-646 -373 
414	0 -746 		50 -833 
415	646 -373 		746 -373 
416	646 373 		696 460 
417	0 746 		-50 833 
418	-646 373 		-746 373 
419	-646 -373 		-696 -460 
420	423 -833 		510 -783 
421	933 -50 		933 50 
422	510 783 		423 833 
423	-423 833 		-510 783 
424	-933 50 		-933 -50 
425	-510 -783 		-423 -833 
426	50 -833 		-50 -833 
427	-50 -933 		50 -933 
428	746 -373 		696 -460 
429	783 -510 		833 -423 
430	696 460 		746 373 
431	833 423 		783 510 
432	-50 833 		50 833 
433	50 933 		-50 933 
434	-746 373 		-696 460 
435	-783 510 		-833 423 
436	-696 -460 		-746 -373 
437	-833 -423 		-783 -510 
438	-100 -1020 		-50 -1106 
439	-50 -1106 		50 -1106 
440	50 -1106 		100 -1020 
441	833 -596 		933 -596 
442	933 -596 		983 -510 
443	983 -510 		933 -423 
444	933 423 		983 510 
445	983 510 		933 596 
446	933 596 		833 596 
447	100 1020 		50 1106 
448	50 1106 		-50 1106 
449	-50 1106 		-100 1020 
450	-833 596 		-933 596 
451	-933 596 		-983 510 
452	-983 510 		-933 423 
453	-933 -423 		-983 -510 
454	-983 -510 		-933 -596 
455	-933 -596 		-833 -596 
456	423 -833 		510 -883 
457	510 -883 		510 -783 
458	933 -50 		1020 0 
459	1020 0 		933 50 
460	510 783 		510 883 
461	510 883 		423 833 
462	-423 833 		-510 883 
463	-510 883 		-510 783 
464	-933 50 		-1020 0 
465	-1020 0 		-933 -50 
466	-510 -783 		-510 -883 
467	-510 -883 		-423 -833 
468	423 -933 		510 -883 
469	1020 -100 		1020 0 
470	596 833 		510 883 
471	-423 933 		-510 883 
472	-1020 100 		-1020 0 
473	-596 -833 		-510 -883 
474	510 -883 		596 -833 
475	1020 0 		1020 100 
476	510 883 		423 933 
477	-510 883 		-596 833 
478	-1020 0 		-1020 -100 
479	-510 -883 		-423 -933 
480	423 -933 		473 -1020 
481	473 -1020 		560 -970 
482	560 -970 		510 -883 
483	1020 -100 		1120 -100 
484	1120 -100 		1120 0 
485	1120 0 		1020 0 
486	596 833 		646 920 
487	646 920 		560 970 
488	560 970 		510 883 
489	-423 933 		-473 1020 
490	-473 1020 		-560 970 
491	-560 970 		-510 883 
492	-1020 100 		-1120 100 
493	-1120 100 		-1120 0 
494	-1120 0 		-1020 0 
495	-596 -833 		-646 -920 
496	-646 -920 		-560 -970 
497	-560 -970 		-510 -883 
498	560 -970 		646 -920 
499	646 -920 		596 -833 
500	1120 0 		1120 100 
501	1120 100 		1020 100 
502	560 970 		473 1020 
503	473 1020 		423 933 
504	-560 970 		-646 920 
505	-646 920 		-596 833 
506	-1120 0 		-1120 -100 
507	-1120 -100 		-1020 -100 
508	-560 -970 		-473 -1020 
509	-473 -1020 		-423 -933 
510	-187 -1070 		-137 -1156 
511	-137 -1156 		-50 -1106 
512	50 -1106 		137 -1156 
513	137 -1156 		187 -1070 
514	833 -696 		933 -696 
515	933 -696 		933 -596 
516	983 -510 		1070 -460 
517	1070 -460 		1020 -373 
518	1020 373 		1070 460 
519	1070 460 		983 510 
520	933 596 		933 696 
521	933 696 		833 696 
522	187 1070 		137 1156 
523	137 1156 		50 1106 
524	-50 1106 		-137 1156 
525	-137 1156 		-187 1070 
526	-833 696 		-933 696 
527	-933 696 		-933 596 
528	-983 510 		-1070 460 
529	-1070 460 		-1020 373 
530	-1020 -373 		-1070 -460 
531	-1070 -460 		-983 -510 
532	-933 -596 		-933 -696 
533	-933 -696 		-833 -696 
534	-50 -1106 		-50 -1206 
535	-50 -1206 		50 -1206 
536	50 -1206 		50 -1106 
537	933 -596 		1020 -646 
538	1020 -646 		1070 -560 
539	1070 -560 		983 -510 
540	983 510 		1070 560 
541	1070 560 		1020 646 
542	1020 646 		933 596 
543	50 1106 		50 1206 
544	50 1206 		-50 1206 
545	-50 1206 		-50 1106 
546	-933 596 		-1020 646 
547	-1020 646 		-1070 560 
548	-1070 560 		-983 510 
549	-983 -510 		-1070 -560 
550	-1070 -560 		-1020 -646 
551	-1020 -646 		-933 -596 
552	-137 -1156 		-50 -1206 
553	50 -1206 		137 -1156 
554	933 -696 		1020 -646 
555	1070 -560 		1070 -460 
556	1070 460 		1070 560 
557	1020 646 		933 696 
558	137 1156 		50 1206 
559	-50 1206 		-137 1156 
560	-933 696 		-1020 646 
561	-1070 560 		-1070 460 
562	-1070 -460 		-1070 -560 
563	-1020 -646 		-933 -696 
564	-50 -1206 		-100 -1293 
565	-100 -1293 		-50 -1379 
566	-50 -1379 		50 -1379 
567	50 -1379 		100 -1293 
568	100 -1293 		50 -1206 
569	1020 -646 		1070 -733 
570	1070 -733 		1170 -733 
571	1170 -733 		1220 -646 
572	1220 -646 		1170 -560 
573	1170 -560 		1070 -560 
574	1070 560 		1170 560 
575	1170 560 		1220 646 
576	1220 646 		1170 733 
577	1170 733 		1070 733 
578	1070 733 		1020 646 
579	50 1206 		100 1293 
580	100 1293 		50 1379 
581	50 1379 		-50 1379 
582	-50 1379 		-100 1293 
583	-100 1293 		-50 1206 
584	-1020 646 		-1070 733 
585	-1070 733 		-1170 733 
586	-1170 733 		-1220 646 
587	-1220 646 		-1170 560 
588	-1170 560 		-1070 560 
589	-1070 -560 		-1170 -560 
590	-1170 -560 		-1220 -646 
591	-1220 -646 		-1170 -733 
592	-1170 -733 		-1070 -733 
593	-1070 -733 		-1020 -646 
594	-137 -1156 		-187 -1243 
595	-187 -1243 		-100 -1293 
596	-100 -1293 		-187 -1343 
597	-187 -1343 		-137 -1429 
598	-137 -1429 		-50 -1379 
599	-50 -1379 		-50 -1479 
600	-50 -1479 		50 -1479 
601	50 -1479 		50 -1379 
602	50 -1379 		137 -1429 
603	137 -1429 		187 -1343 
604	187 -1343 		100 -1293 
605	100 -1293 		187 -1243 
606	187 -1243 		137 -1156 
607	933 -696 		983 -783 
608	983 -783 		1070 -733 
609	1070 -733 		1070 -833 
610	1070 -833 		1170 -833 
611	1170 -833 		1170 -733 
612	1170 -733 		1256 -783 
613	1256 -783 		1306 -696 
614	1306 -696 		1220 -646 
615	1220 -646 		1306 -596 
616	1306 -596 		1256 -510 
617	1256 -510 		1170 -560 
618	1170 -560 		1170 -460 
619	1170 -460 		1070 -460 
620	1070 460 		1170 460 
621	1170 460 		1170 560 
622	1170 560 		1256 510 
623	1256 510 		1306 596 
624	1306 596 		1220 646 
625	1220 646 		1306 696 
626	1306 696 		1256 783 
627	1256 783 		1170 733 
628	1170 733 		1170 833 
629	1170 833 		1070 833 
630	1070 833 		1070 733 
631	1070 733 		983 783 
632	983 783 		933 696 
633	137 1156 		187 1243 
634	187 1243 		100 1293 
635	100 1293 		187 1343 
636	187 1343 		137 1429 
637	137 1429 		50 1379 
638	50 1379 		50 1479 
639	50 1479 		-50 1479 
640	-50 1479 		-50 1379 
641	-50 1379 		-137 1429 
642	-137 1429 		-187 1343 
643	-187 1343 		-100 1293 
644	-100 1293 		-187 1243 
645	-187 1243 		-137 1156 
646	-933 696 		-983 783 
647	-983 783 		-1070 733 
648	-1070 733 		-1070 833 
649	-1070 833 		-1170 833 
650	-1170 833 		-1170 733 
651	-1170 733 		-1256 783 
652	-1256 783 		-1306 696 
653	-1306 696 		-1220 646 
654	-1220 646 		-1306 596 
655	-1306 596 		-1256 510 
656	-1256 510 		-1170 560 
657	-1170 560 		-1170 460 
658	-1170 460 		-1070 460 
659	-1070 -460 		-1170 -460 
660	-1170 -460 		-1170 -560 
661	-1170 -560 		-1256 -510 
662	-1256 -510 		-1306 -596 
663	-1306 -596 		-1220 -646 
664	-1220 -646 		-1306 -696 
665	-1306 -696 		-1256 -783 
666	-1256 -783 		-1170 -733 
667	-1170 -733 		-1170 -833 
668	-1170 -833 		-1070 -833 
669	-1070 -833 		-1070 -733 
670	-1070 -733 		-983 -783 
671	-983 -783 		-933 -696 
672	-287 -1070 		-337 -1156 
673	-337 -1156 		-287 -1243 
674	-287 -1243 		-187 -1243 
675	-187 -1343 		-287 -1343 
676	-287 -1343 		-337 -1429 
677	-337 -1429 		-287 -1516 
678	-287 -1516 		-187 -1516 
679	-187 -1516 		-137 -1429 
680	-50 -1479 		-100 -1566 
681	-100 -1566 		-50 -1653 
682	-50 -1653 		50 -1653 
683	50 -1653 		100 -1566 
684	100 -1566 		50 -1479 
685	137 -1429 		187 -1516 
686	187 -1516 		287 -1516 
687	287 -1516 		337 -1429 
688	337 -1429 		287 -1343 
689	287 -1343 		187 -1343 
690	187 -1243 		287 -1243 
691	287 -1243 		337 -1156 
692	337 -1156 		287 -1070 
693	783 -783 		833 -870 
694	833 -870 		933 -870 
695	933 -870 		983 -783 
696	1070 -833 		1020 -920 
697	1020 -920 		1070 -1006 
698	1070 -1006 		1170 -1006 
699	1170 -1006 		1220 -920 
700	1220 -920 		1170 -833 
701	1256 -783 		1306 -870 
702	1306 -870 		1406 -870 
703	1406 -870 		1456 -783 
704	1456 -783 		1406 -696 
705	1406 -696 		1306 -696 
706	1306 -596 		1406 -596 
707	1406 -596 		1456 -510 
708	1456 -510 		1406 -423 
709	1406 -423 		1306 -423 
710	1306 -423 		1256 -510 
711	1170 -460 		1220 -373 
712	1220 -373 		1170 -287 
713	1170 -287 		1070 -287 
714	1070 287 		1170 287 
715	1170 287 		1220 373 
716	1220 373 		1170 460 
717	1256 510 		1306 423 
718	1306 423 		1406 423 
719	1406 423 		1456 510 
720	1456 510 		1406 596 
721	1406 596 		1306 596 
722	1306 696 		1406 696 
723	1406 696 		1456 783 
724	1456 783 		1406 870 
725	1406 870 		1306 870 
726	1306 870 		1256 783 
727	1170 833 		1220 920 
728	1220 920 		1170 1006 
729	1170 1006 		1070 1006 
730	1070 1006 		1020 920 
731	1020 920 		1070 833 
732	983 783 		933 870 
733	933 870 		833 870 
734	833 870 		783 783 
735	287 1070 		337 1156 
736	337 1156 		287 1243 
737	287 1243 		187 1243 
738	187 1343 		287 1343 
739	287 1343 		337 1429 
740	337 1429 		287 1516 
741	287 1516 		187 1516 
742	187 1516 		137 1429 
743	50 1479 		100 1566 
744	100 1566 		50 1653 
745	50 1653 		-50 1653 
746	-50 1653 		-100 1566 
747	-100 1566 		-50 1479 
748	-137 1429 		-187 1516 
749	-187 1516 		-287 1516 
750	-287 1516 		-337 1429 
751	-337 1429 		-287 1343 
752	-287 1343 		-187 1343 
753	-187 1243 		-287 1243 
754	-287 1243 		-337 1156 
755	-337 1156 		-287 1070 
756	-783 783 		-833 870 
757	-833 870 		-933 870 
758	-933 870 		-983 783 
759	-1070 833 		-1020 920 
760	-1020 920 		-1070 1006 
761	-1070 1006 		-1170 1006 
762	-1170 1006 		-1220 920 
763	-1220 920 		-1170 833 
764	-1256 783 		-1306 870 
765	-1306 870 		-1406 870 
766	-1406 870 		-1456 783 
767	-1456 783 		-1406 696 
768	-1406 696 		-1306 696 
769	-1306 596 		-1406 596 
770	-1406 596 		-1456 510 
771	-1456 510 		-1406 423 
772	-1406 423 		-1306 423 
773	-1306 423 		-1256 510 
774	-1170 460 		-1220 373 
775	-1220 373 		-1170 287 
776	-1170 287 		-1070 287 
777	-1070 -287 		-1170 -287 
778	-1170 -287 		-1220 -373 
779	-1220 -373 		-1170 -460 
780	-1256 -510 		-1306 -423 
781	-1306 -423 		-1406 -423 
782	-1406 -423 		-1456 -510 
783	-1456 -510 		-1406 -596 
784	-1406 -596 		-1306 -596 
785	-1306 -696 		-1406 -696 
786	-1406 -696 		-1456 -783 
787	-1456 -783 		-1406 -870 
788	-1406 -870 		-1306 -870 
789	-1306 -870 		-1256 -783 
790	-1170 -833 		-1220 -920 
791	-1220 -920 		-1170 -1006 
792	-1170 -1006 		-1070 -1006 
793	-1070 -1006 		-1020 -920 
794	-1020 -920 		-1070 -833 
795	-983 -783 		-933 -870 
796	-933 -870 		-833 -870 
797	-833 -870 		-783 -783 
798	-187 -1243 		-187 -1343 
799	-137 -1429 		-50 -1479 
800	50 -1479 		137 -1429 
801	187 -1343 		187 -1243 
802	983 -783 		1070 -833 
803	1170 -833 		1256 -783 
804	1306 -696 		1306 -596 
805	1256 -510 		1170 -460 
806	1170 460 		1256 510 
807	1306 596 		1306 696 
808	1256 783 		1170 833 
809	1070 833 		983 783 
810	187 1243 		187 1343 
811	137 1429 		50 1479 
812	-50 1479 		-137 1429 
813	-187 1343 		-187 1243 
814	-983 783 		-1070 833 
815	-1170 833 		-1256 783 
816	-1306 696 		-1306 596 
817	-1256 510 		-1170 460 
818	-1170 -460 		-1256 -510 
819	-1306 -596 		-1306 -696 
820	-1256 -783 		-1170 -833 
821	-1070 -833 		-983 -783 
822	-287 -1243 		-287 -1343 
823	-187 -1516 		-100 -1566 
824	100 -1566 		187 -1516 
825	287 -1343 		287 -1243 
826	933 -870 		1020 -920 
827	1220 -920 		1306 -870 
828	1406 -696 		1406 -596 
829	1306 -423 		1220 -373 
830	1220 373 		1306 423 
831	1406 596 		1406 696 
832	1306 870 		1220 920 
833	1020 920 		933 870 
834	287 1243 		287 1343 
835	187 1516 		100 1566 
836	-100 1566 		-187 1516 
837	-287 1343 		-287 1243 
838	-933 870 		-1020 920 
839	-1220 920 		-1306 870 
840	-1406 696 		-1406 596 
841	-1306 423 		-1220 373 
842	-1220 -373 		-1306 -423 
843	-1406 -596 		-1406 -696 
844	-1306 -870 		-1220 -920 
845	-1020 -920 		-933 -870 
846	337 -1156 		423 -1106 
847	423 -1106 		373 -1020 
848	1170 -287 		1170 -187 
849	1170 -187 		1070 -187 
850	833 870 		746 920 
851	746 920 		696 833 
852	-337 1156 		-423 1106 
853	-423 1106 		-373 1020 
854	-1170 287 		-1170 187 
855	-1170 187 		-1070 187 
856	-833 -870 		-746 -920 
857	-746 -920 		-696 -833 
858	423 -1106 		473 -1020 
859	473 -1020 		373 -1020 
860	1170 -187 		1120 -100 
861	1120 -100 		1070 -187 
862	746 920 		646 920 
863	646 920 		696 833 
864	-423 1106 		-473 1020 
865	-473 1020 		-373 1020 
866	-1170 187 		-1120 100 
867	-1120 100 		-1070 187 
868	-746 -920 		-646 -920 
869	-646 -920 		-696 -833 
870	696 -833 		746 -920 
871	746 -920 		833 -870 
872	1070 187 		1170 187 
873	1170 187 		1170 287 
874	373 1020 		423 1106 
875	423 1106 		337 1156 
876	-696 833 		-746 920 
877	-746 920 		-833 870 
878	-1070 -187 		-1170 -187 
879	-1170 -187 		-1170 -287 
880	-373 -1020 		-423 -1106 
881	-423 -1106 		-337 -1156 
882	696 -833 		646 -920 
883	646 -920 		746 -920 
884	1070 187 		1120 100 
885	1120 100 		1170 187 
886	373 1020 		473 1020 
887	473 1020 		423 1106 
888	-696 833 		-646 920 
889	-646 920 		-746 920 
890	-1070 -187 		-1120 -100 
891	-1120 -100 		-1170 -187 
892	-373 -1020 		-473 -1020 
893	-473 -1020 		-423 -1106 
894	473 -1020 		523 -1106 
895	523 -1106 		610 -1056 
896	610 -1056 		560 -970 
897	1120 -100 		1220 -100 
898	1220 -100 		1220 0 
899	1220 0 		1120 0 
900	646 920 		696 1006 
901	696 1006 		610 1056 
902	610 1056 		560 970 
903	-473 1020 		-523 1106 
904	-523 1106 		-610 1056 
905	-610 1056 		-560 970 
906	-1120 100 		-1220 100 
907	-1220 100 		-1220 0 
908	-1220 0 		-1120 0 
909	-646 -920 		-696 -1006 
910	-696 -1006 		-610 -1056 
911	-610 -1056 		-560 -970 
912	610 -1056 		696 -1006 
913	696 -1006 		646 -920 
914	1220 0 		1220 100 
915	1220 100 		1120 100 
916	610 1056 		523 1106 
917	523 1106 		473 1020 
918	-610 1056 		-696 1006 
919	-696 1006 		-646 920 
920	-1220 0 		-1220 -100 
921	-1220 -100 		-1120 -100 
922	-610 -1056 		-523 -1106 
923	-523 -1106 		-473 -1020 
924	423 -1106 		523 -1106 
925	1170 -187 		1220 -100 
926	746 920 		696 1006 
927	-423 1106 		-523 1106 
928	-1170 187 		-1220 100 
929	-746 -920 		-696 -1006 
930	696 -1006 		746 -920 
931	1220 100 		1170 187 
932	523 1106 		423 1106 
933	-696 1006 		-746 920 
934	-1220 -100 		-1170 -187 
935	-523 -1106 		-423 -1106 
936	523 -1106 		610 -1156 
